,bitscore,annotation
no_accession_number49|Cas12n|blastp_CasPedia,794.4,cas12n
no_accession_number50|Cas12n|blastp_CasPedia,799.9,cas12n
no_accession_number51|Cas12n|blastp_CasPedia,799.9,cas12n
no_accession_number52|Cas12n|blastp_CasPedia,799.9,cas12n
no_accession_number53|Cas12n|blastp_CasPedia,799.9,cas12n
no_accession_number54|Cas12n|blastp_CasPedia,794.4,cas12n
no_accession_number55|Cas12n|blastp_CasPedia,790.9,cas12n
no_accession_number56|Cas12n|blastp_CasPedia,790.9,cas12n
no_accession_number57|Cas12n|blastp_CasPedia,790.9,cas12n
no_accession_number58|Cas12n|blastp_CasPedia,790.9,cas12n
no_accession_number59|Cas12n|blastp_CasPedia,790.9,cas12n
no_accession_number60|Cas12n|blastp_CasPedia,790.9,cas12n
no_accession_number61|Cas12n|blastp_CasPedia,790.9,cas12n
no_accession_number62|Cas12n|blastp_CasPedia,790.9,cas12n
no_accession_number63|Cas12n|blastp_CasPedia,790.9,cas12n
no_accession_number64|Cas12n|blastp_CasPedia,795.3,cas12n
no_accession_number65|Cas12n|blastp_CasPedia,799.2,cas12n
no_accession_number66|Cas12n|blastp_CasPedia,799.2,cas12n
no_accession_number67|Cas12n|blastp_CasPedia,799.2,cas12n
no_accession_number68|Cas12n|blastp_CasPedia,799.2,cas12n
no_accession_number69|Cas12n|blastp_CasPedia,799.2,cas12n
no_accession_number70|Cas12n|blastp_CasPedia,799.2,cas12n
no_accession_number71|Cas12n|blastp_CasPedia,790.9,cas12n
no_accession_number72|Cas12n|blastp_CasPedia,797.2,cas12n
no_accession_number73|Cas12n|blastp_CasPedia,790.9,cas12n
no_accession_number74|Cas12n|blastp_CasPedia,797.2,cas12n
no_accession_number75|Cas12n|blastp_CasPedia,795.9,cas12n
no_accession_number76|Cas12n|blastp_CasPedia,795.9,cas12n
no_accession_number77|Cas12n|blastp_CasPedia,795.9,cas12n
no_accession_number78|Cas12n|blastp_CasPedia,795.3,cas12n
no_accession_number79|Cas12n|blastp_CasPedia,795.3,cas12n
no_accession_number80|Cas12n|blastp_CasPedia,795.9,cas12n
no_accession_number81|Cas12n|blastp_CasPedia,787.5,cas12n
no_accession_number82|Cas12n|blastp_CasPedia,786.3,cas12n
no_accession_number83|Cas12n|blastp_CasPedia,795.3,cas12n
no_accession_number84|Cas12n|blastp_CasPedia,799.3,cas12n
no_accession_number85|Cas12n|blastp_CasPedia,799.3,cas12n
no_accession_number86|Cas12n|blastp_CasPedia,799.3,cas12n
no_accession_number87|Cas12n|blastp_CasPedia,799.3,cas12n
no_accession_number88|Cas12n|blastp_CasPedia,799.3,cas12n
no_accession_number89|Cas12n|blastp_CasPedia,799.3,cas12n
no_accession_number90|Cas12n|blastp_CasPedia,794.1,cas12n
no_accession_number91|Cas12n|blastp_CasPedia,794.1,cas12n
no_accession_number92|Cas12n|blastp_CasPedia,792.3,cas12n
no_accession_number93|Cas12n|blastp_CasPedia,792.3,cas12n
no_accession_number94|Cas12n|blastp_CasPedia,798.5,cas12n
no_accession_number95|Cas12n|blastp_CasPedia,798.5,cas12n
no_accession_number96|Cas12n|blastp_CasPedia,798.5,cas12n
no_accession_number97|Cas12n|blastp_CasPedia,798.5,cas12n
no_accession_number98|Cas12n|blastp_CasPedia,798.5,cas12n
no_accession_number99|Cas12n|blastp_CasPedia,798.5,cas12n
no_accession_number100|Cas12n|blastp_CasPedia,798.5,cas12n
no_accession_number101|Cas12n|blastp_CasPedia,798.5,cas12n
no_accession_number102|Cas12n|blastp_CasPedia,798.5,cas12n
no_accession_number103|Cas12n|blastp_CasPedia,796.0,cas12n
no_accession_number104|Cas12n|blastp_CasPedia,799.1,cas12n
no_accession_number105|Cas12n|blastp_CasPedia,796.0,cas12n
no_accession_number106|Cas12n|blastp_CasPedia,796.0,cas12n
no_accession_number107|Cas12n|blastp_CasPedia,796.0,cas12n
no_accession_number108|Cas12n|blastp_CasPedia,795.4,cas12n
no_accession_number109|Cas12n|blastp_CasPedia,788.1,cas12n
no_accession_number110|Cas12n|blastp_CasPedia,788.1,cas12n
no_accession_number111|Cas12n|blastp_CasPedia,788.1,cas12n
no_accession_number112|Cas12n|blastp_CasPedia,792.7,cas12n
no_accession_number113|Cas12n|blastp_CasPedia,792.7,cas12n
no_accession_number114|Cas12n|blastp_CasPedia,792.7,cas12n
no_accession_number115|Cas12n|blastp_CasPedia,792.7,cas12n
no_accession_number116|Cas12n|blastp_CasPedia,792.7,cas12n
no_accession_number117|Cas12n|blastp_CasPedia,792.7,cas12n
no_accession_number118|Cas12n|blastp_CasPedia,792.7,cas12n
no_accession_number119|Cas12n|blastp_CasPedia,794.3,cas12n
no_accession_number120|Cas12n|blastp_CasPedia,796.7,cas12n
no_accession_number121|Cas12n|blastp_CasPedia,795.8,cas12n
no_accession_number122|Cas12n|blastp_CasPedia,794.1,cas12n
no_accession_number123|Cas12n|blastp_CasPedia,794.1,cas12n
no_accession_number124|Cas12n|blastp_CasPedia,794.1,cas12n
no_accession_number125|Cas12n|blastp_CasPedia,794.1,cas12n
no_accession_number126|Cas12n|blastp_CasPedia,794.1,cas12n
no_accession_number127|Cas12n|blastp_CasPedia,787.3,cas12n
no_accession_number128|Cas12n|blastp_CasPedia,794.1,cas12n
no_accession_number129|Cas12n|blastp_CasPedia,792.5,cas12n
no_accession_number130|Cas12n|blastp_CasPedia,791.9,cas12n
no_accession_number131|Cas12n|blastp_CasPedia,791.4,cas12n
no_accession_number132|Cas12n|blastp_CasPedia,791.4,cas12n
no_accession_number133|Cas12n|blastp_CasPedia,791.4,cas12n
no_accession_number134|Cas12n|blastp_CasPedia,787.6,cas12n
no_accession_number135|Cas12n|blastp_CasPedia,791.4,cas12n
no_accession_number136|Cas12n|blastp_CasPedia,793.0,cas12n
no_accession_number137|Cas12n|blastp_CasPedia,793.0,cas12n
no_accession_number138|Cas12n|blastp_CasPedia,792.7,cas12n
no_accession_number139|Cas12n|blastp_CasPedia,794.7,cas12n
no_accession_number140|Cas12n|blastp_CasPedia,783.4,cas12n
no_accession_number141|Cas12n|blastp_CasPedia,794.7,cas12n
no_accession_number142|Cas12n|blastp_CasPedia,792.7,cas12n
no_accession_number143|Cas12n|blastp_CasPedia,794.7,cas12n
no_accession_number144|Cas12n|blastp_CasPedia,783.4,cas12n
no_accession_number145|Cas12n|blastp_CasPedia,794.7,cas12n
no_accession_number146|Cas12n|blastp_CasPedia,794.7,cas12n
no_accession_number147|Cas12n|blastp_CasPedia,783.4,cas12n
no_accession_number148|Cas12n|blastp_CasPedia,792.7,cas12n
no_accession_number149|Cas12n|blastp_CasPedia,794.7,cas12n
no_accession_number150|Cas12n|blastp_CasPedia,794.7,cas12n
no_accession_number151|Cas12n|blastp_CasPedia,793.7,cas12n
no_accession_number152|Cas12n|blastp_CasPedia,794.7,cas12n
no_accession_number153|Cas12n|blastp_CasPedia,783.4,cas12n
no_accession_number154|Cas12n|blastp_CasPedia,794.7,cas12n
no_accession_number155|Cas12n|blastp_CasPedia,792.7,cas12n
no_accession_number156|Cas12n|blastp_CasPedia,793.7,cas12n
no_accession_number157|Cas12n|blastp_CasPedia,783.4,cas12n
no_accession_number158|Cas12n|blastp_CasPedia,794.7,cas12n
no_accession_number159|Cas12n|blastp_CasPedia,789.3,cas12n
no_accession_number160|Cas12n|blastp_CasPedia,789.3,cas12n
no_accession_number161|Cas12n|blastp_CasPedia,789.3,cas12n
no_accession_number162|Cas12n|blastp_CasPedia,789.3,cas12n
no_accession_number163|Cas12n|blastp_CasPedia,789.3,cas12n
no_accession_number164|Cas12n|blastp_CasPedia,791.3,cas12n
no_accession_number165|Cas12n|blastp_CasPedia,790.2,cas12n
no_accession_number166|Cas12n|blastp_CasPedia,790.2,cas12n
no_accession_number167|Cas12n|blastp_CasPedia,787.7,cas12n
no_accession_number168|Cas12n|blastp_CasPedia,787.7,cas12n
no_accession_number169|Cas12n|blastp_CasPedia,790.6,cas12n
no_accession_number170|Cas12n|blastp_CasPedia,788.9,cas12n
no_accession_number171|Cas12n|blastp_CasPedia,788.9,cas12n
no_accession_number172|Cas12n|blastp_CasPedia,788.9,cas12n
no_accession_number173|Cas12n|blastp_CasPedia,788.9,cas12n
no_accession_number174|Cas12n|blastp_CasPedia,788.9,cas12n
no_accession_number175|Cas12n|blastp_CasPedia,788.9,cas12n
no_accession_number176|Cas12n|blastp_CasPedia,788.9,cas12n
no_accession_number177|Cas12n|blastp_CasPedia,788.9,cas12n
no_accession_number178|Cas12n|blastp_CasPedia,788.9,cas12n
no_accession_number179|Cas12n|blastp_CasPedia,788.9,cas12n
no_accession_number180|Cas12n|blastp_CasPedia,788.9,cas12n
no_accession_number181|Cas12n|blastp_CasPedia,788.9,cas12n
no_accession_number182|Cas12n|blastp_CasPedia,788.9,cas12n
no_accession_number183|Cas12n|blastp_CasPedia,788.9,cas12n
no_accession_number184|Cas12n|blastp_CasPedia,788.9,cas12n
no_accession_number185|Cas12n|blastp_CasPedia,788.9,cas12n
no_accession_number186|Cas12n|blastp_CasPedia,788.9,cas12n
no_accession_number187|Cas12n|blastp_CasPedia,788.9,cas12n
no_accession_number188|Cas12n|blastp_CasPedia,788.9,cas12n
no_accession_number189|Cas12n|blastp_CasPedia,788.9,cas12n
no_accession_number190|Cas12n|blastp_CasPedia,788.9,cas12n
no_accession_number191|Cas12n|blastp_CasPedia,788.9,cas12n
no_accession_number192|Cas12n|blastp_CasPedia,788.9,cas12n
no_accession_number193|Cas12n|blastp_CasPedia,788.9,cas12n
no_accession_number194|Cas12n|blastp_CasPedia,788.9,cas12n
no_accession_number195|Cas12n|blastp_CasPedia,788.9,cas12n
no_accession_number196|Cas12n|blastp_CasPedia,788.9,cas12n
no_accession_number197|Cas12n|blastp_CasPedia,788.9,cas12n
no_accession_number198|Cas12n|blastp_CasPedia,788.9,cas12n
no_accession_number199|Cas12n|blastp_CasPedia,788.9,cas12n
no_accession_number200|Cas12n|blastp_CasPedia,783.8,cas12n
no_accession_number201|Cas12n|blastp_CasPedia,787.4,cas12n
no_accession_number202|Cas12n|blastp_CasPedia,790.6,cas12n
no_accession_number203|Cas12n|blastp_CasPedia,787.7,cas12n
no_accession_number204|Cas12n|blastp_CasPedia,787.7,cas12n
no_accession_number205|Cas12n|blastp_CasPedia,780.6,cas12n
no_accession_number206|Cas12n|blastp_CasPedia,776.8,cas12n
no_accession_number207|Cas12n|blastp_CasPedia,776.8,cas12n
no_accession_number208|Cas12n|blastp_CasPedia,774.6,cas12n
no_accession_number209|Cas12n|blastp_CasPedia,774.6,cas12n
no_accession_number210|Cas12n|blastp_CasPedia,774.6,cas12n
no_accession_number211|Cas12n|blastp_CasPedia,774.6,cas12n
no_accession_number212|Cas12n|blastp_CasPedia,743.1,cas12n
no_accession_number213|Cas12n|blastp_CasPedia,743.1,cas12n
no_accession_number214|Cas12n|blastp_CasPedia,772.8,cas12n
no_accession_number215|Cas12n|blastp_CasPedia,775.4,cas12n
no_accession_number216|Cas12n|blastp_CasPedia,771.7,cas12n
no_accession_number217|Cas12n|blastp_CasPedia,769.3,cas12n
no_accession_number218|Cas12n|blastp_CasPedia,772.2,cas12n
no_accession_number219|Cas12n|blastp_CasPedia,772.2,cas12n
no_accession_number220|Cas12n|blastp_CasPedia,772.2,cas12n
no_accession_number221|Cas12n|blastp_CasPedia,767.2,cas12n
no_accession_number222|Cas12n|blastp_CasPedia,768.8,cas12n
no_accession_number223|Cas12n|blastp_CasPedia,768.8,cas12n
no_accession_number224|Cas12n|blastp_CasPedia,768.8,cas12n
no_accession_number225|Cas12n|blastp_CasPedia,765.4,cas12n
no_accession_number226|Cas12n|blastp_CasPedia,760.8,cas12n
no_accession_number227|Cas12n|blastp_CasPedia,770.0,cas12n
no_accession_number228|Cas12n|blastp_CasPedia,770.0,cas12n
no_accession_number229|Cas12n|blastp_CasPedia,770.0,cas12n
no_accession_number230|Cas12n|blastp_CasPedia,770.0,cas12n
no_accession_number231|Cas12n|blastp_CasPedia,771.2,cas12n
no_accession_number232|Cas12n|blastp_CasPedia,770.3,cas12n
no_accession_number233|Cas12n|blastp_CasPedia,770.3,cas12n
no_accession_number234|Cas12n|blastp_CasPedia,770.3,cas12n
no_accession_number235|Cas12n|blastp_CasPedia,769.1,cas12n
no_accession_number236|Cas12n|blastp_CasPedia,769.1,cas12n
no_accession_number237|Cas12n|blastp_CasPedia,768.2,cas12n
no_accession_number238|Cas12n|blastp_CasPedia,768.2,cas12n
no_accession_number239|Cas12n|blastp_CasPedia,765.5,cas12n
no_accession_number240|Cas12n|blastp_CasPedia,769.9,cas12n
no_accession_number241|Cas12n|blastp_CasPedia,769.9,cas12n
no_accession_number242|Cas12n|blastp_CasPedia,764.1,cas12n
no_accession_number243|Cas12n|blastp_CasPedia,764.1,cas12n
no_accession_number244|Cas12n|blastp_CasPedia,764.1,cas12n
no_accession_number245|Cas12n|blastp_CasPedia,764.1,cas12n
no_accession_number246|Cas12n|blastp_CasPedia,764.1,cas12n
no_accession_number247|Cas12n|blastp_CasPedia,760.9,cas12n
no_accession_number248|Cas12n|blastp_CasPedia,765.9,cas12n
no_accession_number249|Cas12n|blastp_CasPedia,765.9,cas12n
no_accession_number250|Cas12n|blastp_CasPedia,765.9,cas12n
no_accession_number251|Cas12n|blastp_CasPedia,765.9,cas12n
no_accession_number252|Cas12n|blastp_CasPedia,765.9,cas12n
no_accession_number253|Cas12n|blastp_CasPedia,765.9,cas12n
no_accession_number254|Cas12n|blastp_CasPedia,765.9,cas12n
no_accession_number255|Cas12n|blastp_CasPedia,765.9,cas12n
no_accession_number256|Cas12n|blastp_CasPedia,768.5,cas12n
no_accession_number257|Cas12n|blastp_CasPedia,768.5,cas12n
no_accession_number258|Cas12n|blastp_CasPedia,768.5,cas12n
no_accession_number259|Cas12n|blastp_CasPedia,768.5,cas12n
no_accession_number260|Cas12n|blastp_CasPedia,768.5,cas12n
no_accession_number261|Cas12n|blastp_CasPedia,762.2,cas12n
no_accession_number262|Cas12n|blastp_CasPedia,766.0,cas12n
no_accession_number263|Cas12n|blastp_CasPedia,773.0,cas12n
no_accession_number264|Cas12n|blastp_CasPedia,774.2,cas12n
no_accession_number265|Cas12n|blastp_CasPedia,779.0,cas12n
no_accession_number266|Cas12u|blastp_CasPedia,467.8,cas12f
no_accession_number267|Cas12u|blastp_CasPedia,467.8,cas12f
no_accession_number268|Cas12u|blastp_CasPedia,466.7,cas12f
no_accession_number269|Cas12c|blastp_CasPedia,1486.6,cas12c
no_accession_number270|Cas12c|blastp_CasPedia,1486.6,cas12c
no_accession_number271|Cas12c|blastp_CasPedia,1486.6,cas12c
no_accession_number272|Cas12c|blastp_CasPedia,1486.6,cas12c
no_accession_number273|Cas12c|blastp_CasPedia,1486.6,cas12c
no_accession_number274|Cas12c|blastp_CasPedia,1486.6,cas12c
no_accession_number275|Cas12c|blastp_CasPedia,1486.6,cas12c
no_accession_number276|Cas12c|blastp_CasPedia,1486.5,cas12c
no_accession_number277|Cas12c|blastp_CasPedia,1486.5,cas12c
no_accession_number278|Cas12c|blastp_CasPedia,1278.1,cas12c
no_accession_number279|Cas12a|blastp_CasPedia,998.6,cas12a
no_accession_number280|Cas12a|blastp_CasPedia,998.6,cas12a
no_accession_number281|Cas12a|blastp_CasPedia,998.6,cas12a
no_accession_number282|Cas12c|blastp_CasPedia,1059.3,cas12c
no_accession_number283|Cas12c|blastp_CasPedia,1059.3,cas12c
no_accession_number284|Cas12b|blastp_CasPedia,1346.3,cas12b
no_accession_number285|Cas12b|blastp_CasPedia,1346.3,cas12b
no_accession_number286|Cas12b|blastp_CasPedia,1298.9,cas12b
no_accession_number287|Cas12b|blastp_CasPedia,1298.9,cas12b
no_accession_number288|Cas12b|blastp_CasPedia,1298.9,cas12b
no_accession_number289|Cas12b|blastp_CasPedia,1298.9,cas12b
no_accession_number290|Cas12a|blastp_CasPedia,1129.3,cas12a
no_accession_number291|Cas12d|blastp_CasPedia,1093.3,cas12d
no_accession_number292|Cas12d|blastp_CasPedia,1093.3,cas12d
no_accession_number293|Cas12d|blastp_CasPedia,1062.0,cas12d
no_accession_number294|Cas12d|blastp_CasPedia,1062.0,cas12d
no_accession_number295|Cas12a|blastp_CasPedia,1239.5,cas12a
no_accession_number296|Cas12a|blastp_CasPedia,1239.5,cas12a
no_accession_number297|Cas12a|blastp_CasPedia,1239.5,cas12a
no_accession_number298|Cas12a|blastp_CasPedia,1239.5,cas12a
no_accession_number299|Cas12a|blastp_CasPedia,1206.9,cas12a
no_accession_number300|Cas12g|blastp_CasPedia,1221.6,cas12g
no_accession_number301|Cas12g|blastp_CasPedia,1221.6,cas12g
no_accession_number302|Cas12a|blastp_CasPedia,1453.5,cas12a
no_accession_number303|Cas12a|blastp_CasPedia,1453.5,cas12a
no_accession_number304|Cas12a|blastp_CasPedia,1453.5,cas12a
no_accession_number305|Cas12a|blastp_CasPedia,1453.5,cas12a
no_accession_number306|Cas12a|blastp_CasPedia,1453.5,cas12a
no_accession_number307|Cas12a|blastp_CasPedia,1453.5,cas12a
no_accession_number308|Cas12a|blastp_CasPedia,1443.4,cas12a
no_accession_number309|Cas12a|blastp_CasPedia,1449.8,cas12a
no_accession_number310|Cas12a|blastp_CasPedia,1449.1,cas12a
no_accession_number311|Cas12a|blastp_CasPedia,1447.6,cas12a
no_accession_number312|Cas12a|blastp_CasPedia,1448.8,cas12a
no_accession_number313|Cas12a|blastp_CasPedia,1449.6,cas12a
no_accession_number314|Cas12a|blastp_CasPedia,1449.6,cas12a
no_accession_number315|Cas12a|blastp_CasPedia,1448.8,cas12a
no_accession_number316|Cas12a|blastp_CasPedia,1449.6,cas12a
no_accession_number317|Cas12a|blastp_CasPedia,1448.8,cas12a
no_accession_number318|Cas12a|blastp_CasPedia,1452.8,cas12a
no_accession_number319|Cas12a|blastp_CasPedia,1452.8,cas12a
no_accession_number320|Cas12a|blastp_CasPedia,1452.8,cas12a
no_accession_number321|Cas12a|blastp_CasPedia,1452.8,cas12a
no_accession_number322|Cas12a|blastp_CasPedia,1452.8,cas12a
no_accession_number323|Cas12a|blastp_CasPedia,1452.8,cas12a
no_accession_number324|Cas12a|blastp_CasPedia,1452.8,cas12a
no_accession_number325|Cas12a|blastp_CasPedia,1452.8,cas12a
no_accession_number326|Cas12a|blastp_CasPedia,1452.8,cas12a
no_accession_number327|Cas12a|blastp_CasPedia,1454.5,cas12a
no_accession_number328|Cas12a|blastp_CasPedia,1446.6,cas12a
no_accession_number329|Cas12a|blastp_CasPedia,1446.6,cas12a
no_accession_number330|Cas12a|blastp_CasPedia,1451.1,cas12a
no_accession_number331|Cas12a|blastp_CasPedia,1451.1,cas12a
no_accession_number332|Cas12a|blastp_CasPedia,1451.1,cas12a
no_accession_number333|Cas12a|blastp_CasPedia,1452.9,cas12a
no_accession_number334|Cas12a|blastp_CasPedia,1452.9,cas12a
no_accession_number335|Cas12a|blastp_CasPedia,1452.9,cas12a
no_accession_number336|Cas12a|blastp_CasPedia,1452.9,cas12a
no_accession_number337|Cas12a|blastp_CasPedia,1452.9,cas12a
no_accession_number338|Cas12a|blastp_CasPedia,1452.9,cas12a
no_accession_number339|Cas12a|blastp_CasPedia,1452.9,cas12a
no_accession_number340|Cas12a|blastp_CasPedia,1451.1,cas12a
no_accession_number341|Cas12a|blastp_CasPedia,1452.9,cas12a
no_accession_number342|Cas12a|blastp_CasPedia,1452.9,cas12a
no_accession_number343|Cas12a|blastp_CasPedia,1452.9,cas12a
no_accession_number344|Cas12a|blastp_CasPedia,1452.9,cas12a
no_accession_number345|Cas12a|blastp_CasPedia,1452.9,cas12a
no_accession_number346|Cas12a|blastp_CasPedia,1452.9,cas12a
no_accession_number347|Cas12a|blastp_CasPedia,1451.1,cas12a
no_accession_number348|Cas12a|blastp_CasPedia,1452.9,cas12a
no_accession_number349|Cas12a|blastp_CasPedia,1452.9,cas12a
no_accession_number350|Cas12a|blastp_CasPedia,1452.9,cas12a
no_accession_number351|Cas12a|blastp_CasPedia,1452.9,cas12a
no_accession_number352|Cas12a|blastp_CasPedia,1452.9,cas12a
no_accession_number353|Cas12a|blastp_CasPedia,1452.9,cas12a
no_accession_number354|Cas12a|blastp_CasPedia,1452.9,cas12a
no_accession_number355|Cas12a|blastp_CasPedia,1452.9,cas12a
no_accession_number356|Cas12a|blastp_CasPedia,1451.1,cas12a
no_accession_number357|Cas12a|blastp_CasPedia,1452.9,cas12a
no_accession_number358|Cas12a|blastp_CasPedia,1451.1,cas12a
no_accession_number359|Cas12a|blastp_CasPedia,1452.9,cas12a
no_accession_number360|Cas12a|blastp_CasPedia,1451.1,cas12a
no_accession_number361|Cas12a|blastp_CasPedia,1452.9,cas12a
no_accession_number362|Cas12a|blastp_CasPedia,1452.9,cas12a
no_accession_number363|Cas12a|blastp_CasPedia,1452.9,cas12a
no_accession_number364|Cas12a|blastp_CasPedia,1451.1,cas12a
no_accession_number365|Cas12a|blastp_CasPedia,1451.1,cas12a
no_accession_number366|Cas12a|blastp_CasPedia,1452.9,cas12a
no_accession_number367|Cas12a|blastp_CasPedia,1452.9,cas12a
no_accession_number368|Cas12a|blastp_CasPedia,1452.9,cas12a
no_accession_number369|Cas12a|blastp_CasPedia,1452.9,cas12a
no_accession_number370|Cas12a|blastp_CasPedia,1452.9,cas12a
no_accession_number371|Cas12a|blastp_CasPedia,1446.8,cas12a
no_accession_number372|Cas12a|blastp_CasPedia,1451.5,cas12a
no_accession_number373|Cas12a|blastp_CasPedia,1451.5,cas12a
no_accession_number374|Cas12a|blastp_CasPedia,1448.0,cas12a
no_accession_number375|Cas12a|blastp_CasPedia,1448.0,cas12a
no_accession_number376|Cas12a|blastp_CasPedia,1448.0,cas12a
no_accession_number377|Cas12a|blastp_CasPedia,1451.6,cas12a
no_accession_number378|Cas12a|blastp_CasPedia,1448.0,cas12a
no_accession_number379|Cas12a|blastp_CasPedia,1452.2,cas12a
no_accession_number380|Cas12a|blastp_CasPedia,1452.2,cas12a
no_accession_number381|Cas12a|blastp_CasPedia,1450.0,cas12a
no_accession_number382|Cas12a|blastp_CasPedia,1450.0,cas12a
no_accession_number383|Cas12a|blastp_CasPedia,1450.0,cas12a
no_accession_number384|Cas12a|blastp_CasPedia,1450.0,cas12a
no_accession_number385|Cas12a|blastp_CasPedia,1442.0,cas12a
no_accession_number386|Cas12a|blastp_CasPedia,1448.0,cas12a
no_accession_number387|Cas12a|blastp_CasPedia,1448.0,cas12a
no_accession_number388|Cas12a|blastp_CasPedia,1448.0,cas12a
no_accession_number389|Cas12a|blastp_CasPedia,1448.0,cas12a
no_accession_number390|Cas12a|blastp_CasPedia,1451.7,cas12a
no_accession_number391|Cas12a|blastp_CasPedia,1451.7,cas12a
no_accession_number392|Cas12a|blastp_CasPedia,1451.7,cas12a
no_accession_number393|Cas12a|blastp_CasPedia,1451.7,cas12a
no_accession_number394|Cas12a|blastp_CasPedia,1451.7,cas12a
no_accession_number395|Cas12a|blastp_CasPedia,1451.7,cas12a
no_accession_number396|Cas12a|blastp_CasPedia,1451.7,cas12a
no_accession_number397|Cas12a|blastp_CasPedia,1451.7,cas12a
no_accession_number398|Cas12a|blastp_CasPedia,1451.7,cas12a
no_accession_number399|Cas12a|blastp_CasPedia,1451.7,cas12a
no_accession_number400|Cas12a|blastp_CasPedia,1451.7,cas12a
no_accession_number401|Cas12a|blastp_CasPedia,1451.7,cas12a
no_accession_number402|Cas12a|blastp_CasPedia,1449.9,cas12a
no_accession_number403|Cas12a|blastp_CasPedia,1451.3,cas12a
no_accession_number404|Cas12a|blastp_CasPedia,1451.3,cas12a
no_accession_number405|Cas12a|blastp_CasPedia,1451.3,cas12a
no_accession_number406|Cas12a|blastp_CasPedia,1449.7,cas12a
no_accession_number407|Cas12a|blastp_CasPedia,1441.9,cas12a
no_accession_number408|Cas12a|blastp_CasPedia,1448.0,cas12a
no_accession_number409|Cas12a|blastp_CasPedia,1448.0,cas12a
no_accession_number410|Cas12a|blastp_CasPedia,1442.9,cas12a
no_accession_number411|Cas12a|blastp_CasPedia,1442.9,cas12a
no_accession_number412|Cas12a|blastp_CasPedia,1442.9,cas12a
no_accession_number413|Cas12a|blastp_CasPedia,1449.4,cas12a
no_accession_number414|Cas12a|blastp_CasPedia,1449.4,cas12a
no_accession_number415|Cas12a|blastp_CasPedia,1449.4,cas12a
no_accession_number416|Cas12a|blastp_CasPedia,1449.4,cas12a
no_accession_number417|Cas12a|blastp_CasPedia,1449.4,cas12a
no_accession_number418|Cas12a|blastp_CasPedia,1442.9,cas12a
no_accession_number419|Cas12a|blastp_CasPedia,1446.9,cas12a
