,bitscore,annotation,cassette_id
CP034058.1|no_gene_name|tblastn_CasPedia,1182.8,cas12k,1
CP050440.1|no_gene_name|tblastn_CasPedia,1042.0,cas12k,1
CP002565.1|no_gene_name|tblastn_CasPedia,299.0,cas12f,1
CP086219.1|no_gene_name|tblastn_CasPedia,299.0,cas12f,1
OY762912.1|no_gene_name|tblastn_CasPedia,290.5,cas12f,1
CP011456.1|no_gene_name|tblastn_CasPedia,1039.0,cas12k,1
MK605244.1|no_gene_name|tblastn_CasPedia,306.6,cas12f,1
NC_048757.1|no_gene_name|,243.1,cas12f,1
NC_048756.1|no_gene_name|,280.5,cas12f,1
MK605243.1|no_gene_name|tblastn_CasPedia,306.6,cas12f,1
no_accession_number1|Cas12u|tblastn_CasPedia,118.0,cas12f,1
no_accession_number2|Cas12u|tblastn_CasPedia,26.1,cas12f,1
no_accession_number3|Cas12u|tblastn_CasPedia,118.0,cas12f,1
no_accession_number4|Cas12u|tblastn_CasPedia,26.1,cas12f,1
MK605246.1|no_gene_name|tblastn_CasPedia,168.5,cas12f,1
CP051207.1|no_gene_name|tblastn_CasPedia,229.8,cas12f,1
CP060822.1|no_gene_name|tblastn_CasPedia,85.5,cas12f,1
CP003285.1|no_gene_name|tblastn_CasPedia,347.5,cas12f,1
CP001812.1|no_gene_name|tblastn_CasPedia,1403.1,cas12a,1
CP108357.1|no_gene_name|tblastn_CasPedia,435.8,cas12f,1
CP107844.1|no_gene_name|tblastn_CasPedia,72.3,cas12f,1
CP189853.1|no_gene_name|tblastn_CasPedia,256.1,cas12f,1
CP182899.1|no_gene_name|tblastn_CasPedia,848.0,cas12j,1
CP024912.1|no_gene_name|tblastn_CasPedia,860.8,cas12j,1
CP102281.1|no_gene_name|tblastn_CasPedia,527.9,cas12u,1
MK005757.1|no_gene_name|tblastn_CasPedia,402.6,cas12f,1
CP127374.1|no_gene_name|tblastn_CasPedia,470.4,cas12f,1
CP117768.1|no_gene_name|tblastn_CasPedia,940.6,cas12j,1
CP045226.1|no_gene_name|tblastn_CasPedia,953.7,cas12j,1
FQ859183.1|no_gene_name|tblastn_CasPedia,1891.4,cas12a,1
CP003630.1|no_gene_name|tblastn_CasPedia,1053.7,cas12j,1
CP026604.1|no_gene_name|tblastn_CasPedia,1129.3,cas12a,1
CP163263.1|no_gene_name|tblastn_CasPedia,1392.8,cas12b,1
CP172407.1|no_gene_name|tblastn_CasPedia,1390.9,cas12b,1
CP150143.1|no_gene_name|tblastn_CasPedia,1391.9,cas12b,1
CP155466.1|no_gene_name|tblastn_CasPedia,1391.9,cas12b,1
CP163265.1|no_gene_name|tblastn_CasPedia,74.0,cas12b,1
CP018047.1|no_gene_name|tblastn_CasPedia,732.3,cas12f,1
CP109495.1|no_gene_name|tblastn_CasPedia,739.8,cas12f,1
CP026363.1|no_gene_name|tblastn_CasPedia,1430.2,cas12b,1
CP048274.1|no_gene_name|tblastn_CasPedia,1430.2,cas12b,1
CP194760.1|no_gene_name|tblastn_CasPedia,1428.8,cas12b,1
CP085874.1|no_gene_name|tblastn_CasPedia,1362.5,cas12b,1
CP158900.1|no_gene_name|tblastn_CasPedia,1359.9,cas12b,1
CP118544.1|no_gene_name|tblastn_CasPedia,1359.5,cas12b,1
CP139111.1|no_gene_name|tblastn_CasPedia,1359.4,cas12b,1
CP064090.1|no_gene_name|tblastn_CasPedia,1358.1,cas12b,1
CP154342.1|no_gene_name|tblastn_CasPedia,1322.0,cas12b,1
CP064879.1|no_gene_name|tblastn_CasPedia,827.6,cas12j,1
CP019791.1|no_gene_name|tblastn_CasPedia,1524.8,cas12b,1
CP103866.1|no_gene_name|tblastn_CasPedia,1330.1,cas12b,1
OY970166.1|no_gene_name|tblastn_CasPedia,424.3,cas12f,1
AP018316.1|no_gene_name|tblastn_CasPedia,426.2,cas12f,1
CP170746.1|no_gene_name|tblastn_CasPedia,420.1,cas12f,1
CP040288.1|no_gene_name|tblastn_CasPedia,416.5,cas12f,1
AP023441.1|no_gene_name|tblastn_CasPedia,717.5,cas12k,1
CP182909.1|no_gene_name|tblastn_CasPedia,415.4,cas12f,1
CP030118.1|no_gene_name|tblastn_CasPedia,423.6,cas12f,1
AP025732.1|no_gene_name|tblastn_CasPedia,425.9,cas12f,1
CP063785.1|no_gene_name|tblastn_CasPedia,827.6,cas12j,1
DQ257629.1|no_gene_name|tblastn_CasPedia,413.2,cas12f,1
CP023278.1|no_gene_name|tblastn_CasPedia,1147.4,cas12k,1
DQ257628.1|no_gene_name|tblastn_CasPedia,409.6,cas12f,1
CP003552.1|no_gene_name|tblastn_CasPedia,416.2,cas12f,1
CP007203.2|no_gene_name|tblastn_CasPedia,412.2,cas12f,1
CP020114.1|no_gene_name|tblastn_CasPedia,412.2,cas12f,1
CP091913.1|no_gene_name|tblastn_CasPedia,1195.2,cas12k,1
CP119968.1|no_gene_name|tblastn_CasPedia,422.9,cas12f,1
FO818640.1|no_gene_name|tblastn_CasPedia,130.6,cas12f,1
CP046973.1|no_gene_name|tblastn_CasPedia,12.1,cas12f,1
OZ240666.1|no_gene_name|tblastn_CasPedia,-1.0,unknown,1
CP041751.1|no_gene_name|tblastn_CasPedia,584.7,cas12f,1
CP070340.1|no_gene_name|tblastn_CasPedia,593.3,cas12f,1
CP170575.1|no_gene_name|tblastn_CasPedia,587.9,cas12f,1
CP017574.1|no_gene_name|tblastn_CasPedia,551.9,cas12f,1
AP017295.1|no_gene_name|tblastn_CasPedia,1169.4,cas12k,1
CP012036.1|no_gene_name|tblastn_CasPedia,1162.8,cas12k,1
AP018288.1|no_gene_name|tblastn_CasPedia,1203.8,cas12k,1
AP018318.1|no_gene_name|tblastn_CasPedia,1182.0,cas12k,1
CP003548.1|no_gene_name|tblastn_CasPedia,1178.8,cas12k,1
CP040281.1|no_gene_name|tblastn_CasPedia,1196.0,cas12k,1
CP178454.1|no_gene_name|tblastn_CasPedia,1277.1,cas12k,1
CP003610.1|no_gene_name|tblastn_CasPedia,984.5,cas12k,1
CP024785.1|no_gene_name|tblastn_CasPedia,116.6,cas12u,1
CP147844.1|no_gene_name|tblastn_CasPedia,589.4,cas12n,1
CP008889.1|no_gene_name|tblastn_CasPedia,272.4,cas12f,1
MK005748.1|no_gene_name|tblastn_CasPedia,1077.6,cas12f,1
AP018203.1|no_gene_name|tblastn_CasPedia,923.5,cas12j,1
CP092419.1|no_gene_name|tblastn_CasPedia,923.5,cas12j,1
AP014638.1|no_gene_name|tblastn_CasPedia,923.5,cas12j,1
AP014642.1|no_gene_name|tblastn_CasPedia,923.5,cas12j,1
AP017375.1|no_gene_name|tblastn_CasPedia,720.6,cas12k,1
CP109461.1|no_gene_name|tblastn_CasPedia,76.5,cas12f,1
CP109455.1|no_gene_name|tblastn_CasPedia,76.5,cas12f,1
CP010070.1|no_gene_name|tblastn_CasPedia,1404.3,cas12a,1
CP054919.1|no_gene_name|tblastn_CasPedia,701.8,cas12f,1
no_accession_number5|Cas12k|tblastn_CasPedia,1194.6,cas12a,1
AP014821.1|no_gene_name|tblastn_CasPedia,854.4,cas12j,1
AP014815.1|no_gene_name|tblastn_CasPedia,877.7,cas12j,1
CP103977.1|no_gene_name|tblastn_CasPedia,452.2,cas12f,1
CP037830.1|no_gene_name|tblastn_CasPedia,452.8,cas12f,1
CP103798.1|no_gene_name|tblastn_CasPedia,454.4,cas12f,1
CP103801.1|no_gene_name|tblastn_CasPedia,454.4,cas12f,1
CP016105.1|no_gene_name|tblastn_CasPedia,456.1,cas12f,1
CP166621.1|no_gene_name|tblastn_CasPedia,929.8,cas12j,1
CP063816.1|no_gene_name|tblastn_CasPedia,494.4,cas12f,1
CP029458.1|no_gene_name|tblastn_CasPedia,494.5,cas12f,1
MK005749.1|no_gene_name|tblastn_CasPedia,389.4,cas12f,1
CP080467.1|no_gene_name|tblastn_CasPedia,1445.6,cas12b,1
no_accession_number6|Cas12k|tblastn_CasPedia,2112.8,cas12e,1
CP003261.1|no_gene_name|tblastn_CasPedia,462.0,cas12f,1
ON312847.1|no_gene_name|tblastn_CasPedia,972.1,cas12j,1
CP135918.1|no_gene_name|tblastn_CasPedia,-1.0,unknown,1
CP025074.1|no_gene_name|tblastn_CasPedia,-1.0,unknown,1
BK057366.1|no_gene_name|tblastn_CasPedia,464.6,cas12f,1
CP010111.1|no_gene_name|tblastn_CasPedia,579.7,cas12f,1
CP130336.1|no_gene_name|tblastn_CasPedia,582.4,cas12f,1
CP139119.1|no_gene_name|tblastn_CasPedia,586.4,cas12f,1
CP093425.1|no_gene_name|tblastn_CasPedia,584.3,cas12f,1
CP040343.1|no_gene_name|tblastn_CasPedia,584.3,cas12f,1
CP093422.1|no_gene_name|tblastn_CasPedia,584.3,cas12f,1
CP086329.1|no_gene_name|tblastn_CasPedia,584.3,cas12f,1
CP099451.1|no_gene_name|tblastn_CasPedia,584.3,cas12f,1
CP041978.1|no_gene_name|tblastn_CasPedia,584.3,cas12f,1
CP041980.1|no_gene_name|tblastn_CasPedia,584.3,cas12f,1
CP109873.2|no_gene_name|tblastn_CasPedia,585.2,cas12f,1
CP009299.1|no_gene_name|tblastn_CasPedia,586.5,cas12f,1
CP033789.1|no_gene_name|tblastn_CasPedia,586.5,cas12f,1
CP053930.1|no_gene_name|tblastn_CasPedia,586.5,cas12f,1
AP024505.1|no_gene_name|tblastn_CasPedia,586.5,cas12f,1
CP113366.1|no_gene_name|tblastn_CasPedia,583.8,cas12f,1
CP113376.1|no_gene_name|tblastn_CasPedia,583.8,cas12f,1
CP048687.1|no_gene_name|tblastn_CasPedia,583.8,cas12f,1
CP069244.1|no_gene_name|tblastn_CasPedia,583.8,cas12f,1
CP113386.1|no_gene_name|tblastn_CasPedia,583.8,cas12f,1
CP020940.1|no_gene_name|tblastn_CasPedia,585.2,cas12f,1
CP009901.1|no_gene_name|tblastn_CasPedia,549.7,cas12f,1
CP076202.1|no_gene_name|tblastn_CasPedia,549.7,cas12f,1
CP003754.1|no_gene_name|tblastn_CasPedia,579.4,cas12f,1
CP001747.1|no_gene_name|tblastn_CasPedia,291.4,cas12f,1
OZ205033.1|no_gene_name|tblastn_CasPedia,291.4,cas12f,1
CP160828.1|no_gene_name|tblastn_CasPedia,291.4,cas12f,1
CP091763.1|no_gene_name|tblastn_CasPedia,291.4,cas12f,1
CP076208.1|no_gene_name|tblastn_CasPedia,291.4,cas12f,1
CP014177.1|no_gene_name|tblastn_CasPedia,291.4,cas12f,1
CP012520.1|no_gene_name|tblastn_CasPedia,291.4,cas12f,1
CP076158.1|no_gene_name|,200.5,cas12f,1
CP008847.1|no_gene_name|tblastn_CasPedia,291.4,cas12f,1
CP007665.1|no_gene_name|tblastn_CasPedia,291.4,cas12f,1
CP023002.1|no_gene_name|tblastn_CasPedia,291.4,cas12f,1
CP096828.1|no_gene_name|tblastn_CasPedia,291.4,cas12f,1
CP009316.1|no_gene_name|tblastn_CasPedia,291.4,cas12f,1
CP147792.1|no_gene_name|tblastn_CasPedia,291.4,cas12f,1
CP116896.1|no_gene_name|tblastn_CasPedia,291.4,cas12f,1
CP076174.1|no_gene_name|tblastn_CasPedia,291.4,cas12f,1
CP002092.1|no_gene_name|tblastn_CasPedia,291.4,cas12f,1
CP139445.1|no_gene_name|tblastn_CasPedia,291.4,cas12f,1
CP060195.1|no_gene_name|tblastn_CasPedia,291.4,cas12f,1
CP019589.1|no_gene_name|tblastn_CasPedia,291.4,cas12f,1
CP140730.1|no_gene_name|tblastn_CasPedia,291.4,cas12f,1
CP076139.1|no_gene_name|tblastn_CasPedia,291.4,cas12f,1
CP047132.1|no_gene_name|tblastn_CasPedia,291.4,cas12f,1
CP010814.1|no_gene_name|tblastn_CasPedia,291.4,cas12f,1
CP096825.1|no_gene_name|tblastn_CasPedia,291.3,cas12f,1
CP147784.1|no_gene_name|tblastn_CasPedia,291.3,cas12f,1
CP003620.1|no_gene_name|tblastn_CasPedia,985.7,cas12j,1
AP018166.1|no_gene_name|tblastn_CasPedia,1353.3,cas12k,1
CP003659.1|no_gene_name|tblastn_CasPedia,1353.3,cas12k,1
CP186034.1|no_gene_name|tblastn_CasPedia,1353.3,cas12k,1
CP021056.1|no_gene_name|tblastn_CasPedia,1030.7,cas12k,1
OZ244627.1|no_gene_name|tblastn_CasPedia,17.4,cas12j,1
CP091800.1|no_gene_name|tblastn_CasPedia,1869.4,cas12a,1
CP091797.1|no_gene_name|tblastn_CasPedia,1870.0,cas12a,1
NC_041879.1|no_gene_name|,470.6,cas12f,1
CP085195.1|no_gene_name|tblastn_CasPedia,711.6,cas12f,1
no_accession_number7|Cas12k|tblastn_CasPedia,2192.4,cas12e,1
CP051188.1|no_gene_name|tblastn_CasPedia,107.0,cas12u,1
AP017308.1|no_gene_name|tblastn_CasPedia,109.3,cas12u,1
no_accession_number8|Cas12u|tblastn_CasPedia,125.1,cas12u,1
no_accession_number9|Cas12u|tblastn_CasPedia,109.9,cas12u,1
no_accession_number10|Cas12u|tblastn_CasPedia,-1.0,unknown,1
no_accession_number11|Cas12u|tblastn_CasPedia,125.1,cas12u,1
no_accession_number12|Cas12u|tblastn_CasPedia,109.9,cas12u,1
no_accession_number13|Cas12u|tblastn_CasPedia,-1.0,unknown,1
CP136572.1|no_gene_name|tblastn_CasPedia,123.9,cas12u,1
LR882949.1|no_gene_name|tblastn_CasPedia,314.3,cas12f,1
LR882934.1|no_gene_name|tblastn_CasPedia,315.9,cas12f,1
KU665241.1|no_gene_name|tblastn_CasPedia,125.3,cas12u,1
LR882969.1|no_gene_name|tblastn_CasPedia,315.9,cas12f,1
LR882963.1|no_gene_name|tblastn_CasPedia,-1.0,unknown,1
LR882944.1|no_gene_name|tblastn_CasPedia,307.7,cas12f,1
LR882952.1|no_gene_name|tblastn_CasPedia,-1.0,unknown,1
LR882950.1|no_gene_name|tblastn_CasPedia,-1.0,unknown,1
AJ269505.1|no_gene_name|tblastn_CasPedia,101.3,cas12u,1
CP026681.1|no_gene_name|tblastn_CasPedia,16.6,cas12u,1
CP003600.1|no_gene_name|tblastn_CasPedia,609.3,cas12j,1
KR152226.1|no_gene_name|tblastn_CasPedia,683.1,cas12n,1
LK056645.1|no_gene_name|tblastn_CasPedia,679.9,cas12n,1
AP041101.1|no_gene_name|tblastn_CasPedia,680.7,cas12n,1
AP041099.1|no_gene_name|tblastn_CasPedia,680.7,cas12n,1
CP186574.1|no_gene_name|tblastn_CasPedia,681.2,cas12n,1
AP041105.1|no_gene_name|tblastn_CasPedia,679.7,cas12n,1
CP082332.1|no_gene_name|tblastn_CasPedia,680.0,cas12n,1
CP171999.1|no_gene_name|tblastn_CasPedia,679.8,cas12n,1
AP041103.1|no_gene_name|tblastn_CasPedia,679.8,cas12n,1
KJ599675.1|no_gene_name|tblastn_CasPedia,679.8,cas12n,1
CP025617.1|no_gene_name|tblastn_CasPedia,677.0,cas12n,1
CP003081.1|no_gene_name|tblastn_CasPedia,718.4,cas12f,1
OV024757.1|no_gene_name|tblastn_CasPedia,245.8,cas12f,1
CP050120.1|no_gene_name|tblastn_CasPedia,245.8,cas12f,1
CP038979.1|no_gene_name|tblastn_CasPedia,245.8,cas12f,1
CP068791.1|no_gene_name|tblastn_CasPedia,245.8,cas12f,1
CP015081.1|no_gene_name|tblastn_CasPedia,245.8,cas12f,1
CP050116.1|no_gene_name|tblastn_CasPedia,245.8,cas12f,1
AE000513.1|no_gene_name|tblastn_CasPedia,245.8,cas12f,1
CP094462.1|no_gene_name|tblastn_CasPedia,245.8,cas12f,1
CP038991.1|no_gene_name|tblastn_CasPedia,245.8,cas12f,1
CP038975.1|no_gene_name|tblastn_CasPedia,245.8,cas12f,1
CP038663.1|no_gene_name|tblastn_CasPedia,245.8,cas12f,1
CP150840.1|no_gene_name|tblastn_CasPedia,245.8,cas12f,1
AB016803.1|no_gene_name|tblastn_CasPedia,245.8,cas12f,1
CP038987.1|no_gene_name|tblastn_CasPedia,245.8,cas12f,1
CP038983.1|no_gene_name|tblastn_CasPedia,245.8,cas12f,1
CP031500.1|no_gene_name|tblastn_CasPedia,245.8,cas12f,1
CP182823.1|no_gene_name|tblastn_CasPedia,241.4,cas12f,1
CP115166.1|no_gene_name|tblastn_CasPedia,240.6,cas12f,1
CP097156.1|no_gene_name|tblastn_CasPedia,232.9,cas12f,1
CP097151.1|no_gene_name|tblastn_CasPedia,173.8,cas12n,1
MK005756.1|no_gene_name|tblastn_CasPedia,79.4,cas12f,1
CP016072.1|no_gene_name|tblastn_CasPedia,441.5,cas12f,1
CP120056.1|no_gene_name|tblastn_CasPedia,441.6,cas12f,1
CP128238.1|no_gene_name|tblastn_CasPedia,441.6,cas12f,1
CP119996.1|no_gene_name|tblastn_CasPedia,440.5,cas12f,1
LR134263.1|no_gene_name|tblastn_CasPedia,440.2,cas12f,1
CP110420.1|no_gene_name|tblastn_CasPedia,465.2,cas12f,1
CP174105.1|no_gene_name|tblastn_CasPedia,465.2,cas12f,1
CP174104.1|no_gene_name|tblastn_CasPedia,465.2,cas12f,1
CP001666.1|no_gene_name|tblastn_CasPedia,465.2,cas12f,1
CP174102.1|no_gene_name|tblastn_CasPedia,465.2,cas12f,1
BK010482.1|no_gene_name|,437.6,cas12f,1
CP012395.1|no_gene_name|tblastn_CasPedia,465.2,cas12f,1
CP174103.1|no_gene_name|tblastn_CasPedia,463.6,cas12f,1
CP019646.1|no_gene_name|tblastn_CasPedia,1443.0,cas12a,1
AP018280.1|no_gene_name|tblastn_CasPedia,943.5,cas12j,1
CP108613.1|no_gene_name|tblastn_CasPedia,81.7,cas12f,1
CP109154.1|no_gene_name|tblastn_CasPedia,341.0,cas12f,1
no_accession_number14|Cas12k|tblastn_CasPedia,998.6,cas12a,1
no_accession_number15|Cas12u|tblastn_CasPedia,306.6,cas12f,1
CP010995.1|no_gene_name|tblastn_CasPedia,253.8,cas12f,1
CP140614.1|no_gene_name|tblastn_CasPedia,254.1,cas12f,1
KJ139744.1|no_gene_name|tblastn_CasPedia,188.3,cas12f,1
CP195152.1|no_gene_name|tblastn_CasPedia,191.9,cas12f,1
CP091284.1|no_gene_name|tblastn_CasPedia,187.5,cas12f,1
CP065936.1|no_gene_name|tblastn_CasPedia,191.9,cas12f,1
CP046703.1|no_gene_name|tblastn_CasPedia,186.0,cas12f,1
AP018269.1|no_gene_name|tblastn_CasPedia,176.9,cas12f,1
CP040297.1|no_gene_name|tblastn_CasPedia,191.2,cas12f,1
AP018227.1|no_gene_name|tblastn_CasPedia,970.7,cas12j,1
CP000806.1|no_gene_name|tblastn_CasPedia,911.8,cas12j,1
CP023510.1|no_gene_name|tblastn_CasPedia,795.8,cas12n,1
AP014938.1|no_gene_name|tblastn_CasPedia,793.5,cas12n,1
CP061536.1|no_gene_name|tblastn_CasPedia,795.9,cas12n,1
BK049906.1|no_gene_name|tblastn_CasPedia,594.8,cas12n,1
CP067097.1|no_gene_name|tblastn_CasPedia,1396.7,cas12b,1
CP002404.1|no_gene_name|tblastn_CasPedia,485.6,cas12f,1
BK051019.1|no_gene_name|tblastn_CasPedia,1447.3,cas12a,1
OZ245371.1|no_gene_name|tblastn_CasPedia,831.9,cas12j,1
no_accession_number16|Cas12k|tblastn_CasPedia,1652.7,cas12a,1
AP018184.1|no_gene_name|tblastn_CasPedia,528.4,cas12j,1
MK005753.1|no_gene_name|tblastn_CasPedia,28.1,cas12f,1
no_accession_number17|Cas12a|tblastn_CasPedia,1286.1,cas12a,1
CP048105.1|no_gene_name|tblastn_CasPedia,1287.3,cas12a,1
CP068729.1|no_gene_name|tblastn_CasPedia,1284.7,cas12a,1
no_accession_number18|Cas12k|tblastn_CasPedia,1239.5,cas12a,1
MZ493918.1|no_gene_name|tblastn_CasPedia,1432.6,cas12a,1
KY985374.1|no_gene_name|tblastn_CasPedia,1432.6,cas12a,1
no_accession_number19|Cas12a|tblastn_CasPedia,1432.6,cas12a,1
MW477885.1|no_gene_name|tblastn_CasPedia,1432.6,cas12a,1
AP031434.1|no_gene_name|tblastn_CasPedia,1431.1,cas12a,1
CP079201.1|no_gene_name|tblastn_CasPedia,712.2,cas12n,1
CP178332.1|no_gene_name|tblastn_CasPedia,711.3,cas12n,1
CP054018.1|no_gene_name|tblastn_CasPedia,711.3,cas12n,1
AP017895.1|no_gene_name|tblastn_CasPedia,705.6,cas12n,1
CP068102.1|no_gene_name|tblastn_CasPedia,705.6,cas12n,1
CP178325.1|no_gene_name|tblastn_CasPedia,760.8,cas12n,1
BK022234.1|no_gene_name|tblastn_CasPedia,451.8,cas12f,1
JF699753.1|no_gene_name|,640.9,cas12f,1
CP109996.1|no_gene_name|tblastn_CasPedia,1632.2,cas12a,1
CP091285.1|no_gene_name|tblastn_CasPedia,1632.2,cas12a,1
MK005754.1|no_gene_name|tblastn_CasPedia,-1.0,unknown,1
CP014331.1|no_gene_name|tblastn_CasPedia,480.6,cas12f,1
AP014508.1|no_gene_name|tblastn_CasPedia,-1.0,unknown,1
CP007141.1|no_gene_name|tblastn_CasPedia,126.7,cas12f,1
CP000969.1|no_gene_name|tblastn_CasPedia,-1.0,unknown,1
CP000702.1|no_gene_name|tblastn_CasPedia,-1.0,unknown,1
CP003409.1|no_gene_name|tblastn_CasPedia,-1.0,unknown,1
CP003925.1|no_gene_name|tblastn_CasPedia,596.7,cas12n,1
CP036523.1|no_gene_name|tblastn_CasPedia,475.0,cas12f,1
CP140707.1|no_gene_name|tblastn_CasPedia,469.0,cas12f,1
CP066811.1|no_gene_name|tblastn_CasPedia,469.0,cas12f,1
MW766352.1|no_gene_name|tblastn_CasPedia,1492.2,cas12a,1
MW584250.1|no_gene_name|tblastn_CasPedia,1491.7,cas12a,1
MW584264.1|no_gene_name|tblastn_CasPedia,1491.7,cas12a,1
no_accession_number20|Cas12a|tblastn_CasPedia,1496.7,cas12a,1
OR142980.1|no_gene_name|tblastn_CasPedia,1496.5,cas12a,1
ON417754.1|no_gene_name|tblastn_CasPedia,1496.7,cas12a,1
MW766349.1|no_gene_name|tblastn_CasPedia,1492.2,cas12a,1
MW584247.1|no_gene_name|tblastn_CasPedia,1491.7,cas12a,1
MW584246.1|no_gene_name|tblastn_CasPedia,1491.7,cas12a,1
MW584266.1|no_gene_name|tblastn_CasPedia,1491.7,cas12a,1
OQ870304.1|no_gene_name|tblastn_CasPedia,1496.7,cas12a,1
MW584249.1|no_gene_name|tblastn_CasPedia,1491.7,cas12a,1
MW766351.1|no_gene_name|tblastn_CasPedia,1492.2,cas12a,1
MW584248.1|no_gene_name|tblastn_CasPedia,1491.7,cas12a,1
MW584262.1|no_gene_name|tblastn_CasPedia,1491.7,cas12a,1
MW584243.1|no_gene_name|tblastn_CasPedia,1492.2,cas12a,1
MW584244.1|no_gene_name|tblastn_CasPedia,1491.7,cas12a,1
MW766350.1|no_gene_name|tblastn_CasPedia,1492.2,cas12a,1
MW584265.1|no_gene_name|tblastn_CasPedia,1491.7,cas12a,1
MW477886.1|no_gene_name|tblastn_CasPedia,1496.8,cas12a,1
no_accession_number21|Cas12a|tblastn_CasPedia,1496.5,cas12a,1
MW584245.1|no_gene_name|tblastn_CasPedia,1492.2,cas12a,1
MZ222246.1|no_gene_name|tblastn_CasPedia,1491.7,cas12a,1
KY985375.1|no_gene_name|tblastn_CasPedia,1496.7,cas12a,1
MW584263.1|no_gene_name|tblastn_CasPedia,1491.7,cas12a,1
OR262463.1|no_gene_name|tblastn_CasPedia,1495.5,cas12a,1
CP084098.1|no_gene_name|tblastn_CasPedia,416.0,cas12j,1
CP003945.1|no_gene_name|tblastn_CasPedia,1034.4,cas12j,1
CP042326.1|no_gene_name|tblastn_CasPedia,994.6,cas12j,1
MK005758.1|no_gene_name|tblastn_CasPedia,1443.2,cas12b,1
AP019732.1|no_gene_name|tblastn_CasPedia,291.3,cas12f,1
CP009340.1|no_gene_name|tblastn_CasPedia,291.3,cas12f,1
AP018444.1|no_gene_name|tblastn_CasPedia,291.4,cas12f,1
CP076165.1|no_gene_name|,200.5,cas12f,1
no_accession_number22|Cas12a|tblastn_CasPedia,1458.0,cas12a,1
no_accession_number23|Cas12a|tblastn_CasPedia,1539.0,cas12a,1
MK005751.1|no_gene_name|tblastn_CasPedia,675.6,cas12f,1
no_accession_number24|Cas12k|tblastn_CasPedia,666.6,cas12f,1
CP019633.1|no_gene_name|tblastn_CasPedia,1320.7,cas12a,1
CP184257.1|no_gene_name|tblastn_CasPedia,582.5,cas12f,1
CP022406.1|no_gene_name|tblastn_CasPedia,499.2,cas12f,1
CP121697.1|no_gene_name|tblastn_CasPedia,499.3,cas12f,1
CP013241.1|no_gene_name|tblastn_CasPedia,499.3,cas12f,1
AB855771.1|no_gene_name|tblastn_CasPedia,500.5,cas12f,1
CP013684.1|no_gene_name|tblastn_CasPedia,494.8,cas12f,1
CP013700.1|no_gene_name|tblastn_CasPedia,494.4,cas12f,1
CP013857.1|no_gene_name|tblastn_CasPedia,463.0,cas12f,1
CP015706.1|no_gene_name|tblastn_CasPedia,161.9,cas12f,1
CP002351.1|no_gene_name|tblastn_CasPedia,48.7,cas12f,1
CP003591.1|no_gene_name|tblastn_CasPedia,647.0,cas12j,1
